Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"1586478", 22.87, 1,    13612.8,   -4.8,     1.031, 2,    13637.9, -125.0,    1.0329, 3,    13620.8,  115.4,    1.0316
"1586463", 22.87, 3,    13620.6,  115.4,    1.0316, 0, 0, 0, 0, 0, 0, 0, 0
"26403411", 22.87, 1,      13670,   -3.9,    1.0353, 2,     441.05,   -3.9,  0.033403, 3,     441.05,   -3.9,  0.033403
"26403414", 22.87, 1,    13675.6,   -3.9,    1.0357, 2,    441.233,   -3.9,  0.033417, 3,    441.233,   -3.9,  0.033417
"1587065", 22.87, 1,    13675.1,   -3.9,    1.0357, 2,    441.215,   -3.9,  0.033415, 3,    441.215,   -3.9,  0.033415
"1710267", 22.87, 1,    13685.5,   -3.6,    1.0365, 2,      13666, -123.9,     1.035, 3,    13711.8,  116.3,    1.0385
"1709725", 22.87, 1,      13686,   -3.6,    1.0365, 2,    13666.3, -123.9,     1.035, 3,    13711.7,  116.2,    1.0384
"1586236", 22.87, 1,    13416.7,   -5.5,    1.0161, 0, 0, 0, 0, 0, 0, 0, 0
"1586234", 22.87, 1,    13416.4,   -5.5,    1.0161, 0, 0, 0, 0, 0, 0, 0, 0
"26357351", 22.87, 1,    13425.5,   -5.4,    1.0168, 0, 0, 0, 0, 0, 0, 0, 0
"1709845", 22.87, 1,    13680.4,   -3.5,    1.0361, 2,    13663.4, -123.8,    1.0348, 3,      13713,  116.4,    1.0385
"1709495", 22.87, 1,    13675.1,   -4.3,    1.0357, 2,    13693.8, -124.6,    1.0371, 3,    13650.2,  115.7,    1.0338
"1709455", 22.87, 1,    13673.5,   -4.4,    1.0356, 2,      13693, -124.6,     1.037, 3,    13649.8,  115.7,    1.0338
"1585924", 22.87, 3,    13592.7,  115.2,    1.0294, 0, 0, 0, 0, 0, 0, 0, 0
"1585901", 22.87, 3,    13592.6,  115.2,    1.0294, 0, 0, 0, 0, 0, 0, 0, 0
"1586418", 22.87, 1,    13373.4,   -5.6,    1.0128, 0, 0, 0, 0, 0, 0, 0, 0
"1586416", 22.87, 1,    13373.1,   -5.6,    1.0128, 0, 0, 0, 0, 0, 0, 0, 0
"1713200", 22.87, 1,    13384.7,   -5.6,    1.0137, 0, 0, 0, 0, 0, 0, 0, 0
"1713207", 22.87, 1,    13384.3,   -5.6,    1.0137, 0, 0, 0, 0, 0, 0, 0, 0
"1586362", 22.87, 1,    13612.8,   -4.8,     1.031, 2,      13637, -125.0,    1.0328, 3,    13620.1,  115.4,    1.0315
"1586341", 22.87, 1,    13612.9,   -4.8,     1.031, 2,    13635.4, -125.0,    1.0327, 3,      13619,  115.3,    1.0314
"26402847", 22.87, 1,    438.586,  115.2,  0.033216, 2,    438.586,  115.2,  0.033216, 3,    13595.6,  115.2,    1.0297
"1586001", 22.87, 3,    13595.5,  115.2,    1.0297, 0, 0, 0, 0, 0, 0, 0, 0
"1599161", 22.87, 2,    13640.8, -122.7,    1.0331, 0, 0, 0, 0, 0, 0, 0, 0
"1599139", 22.87, 2,    13640.7, -122.7,    1.0331, 0, 0, 0, 0, 0, 0, 0, 0
"1714657", 22.87, 1,    13677.5,   -3.4,    1.0359, 2,    13662.8, -123.7,    1.0347, 3,    13712.5,  116.6,    1.0385
"1714675", 22.87, 1,    13677.7,   -3.4,    1.0359, 2,    13662.8, -123.7,    1.0347, 3,    13712.6,  116.6,    1.0385
"1586185", 22.87, 1,     438.99,  115.3,  0.033247, 2,     438.99,  115.3,  0.033247, 3,    13608.8,  115.3,    1.0307
"1713382", 22.87, 1,    443.126, -124.0,   0.03356, 2,    13734.3, -124.0,    1.0402, 3,    443.126, -124.0,   0.03356
"T5240B12_10000058", 22.87, 2,    13734.3, -124.0,    1.0402, 0, 0, 0, 0, 0, 0, 0, 0
"1709642", 22.87, 2,      13659, -123.9,    1.0345, 0, 0, 0, 0, 0, 0, 0, 0
"103610800", 22.87, 1,    13676.3,   -3.3,    1.0358, 2,      13663, -123.7,    1.0348, 3,    13712.4,  116.7,    1.0385
"1709548", 22.87, 1,     440.63, -123.9,  0.033371, 2,      13657, -123.9,    1.0343, 3,     440.63, -123.9,  0.033371
"1587277", 22.87, 1,    443.215, -124.1,  0.033567, 2,    13739.7, -124.1,    1.0406, 3,    443.215, -124.1,  0.033567
"1586828", 22.87, 1,    13625.8,   -4.1,    1.0319, 0, 0, 0, 0, 0, 0, 0, 0
"1713183", 22.87, 1,    13382.7,   -5.6,    1.0135, 0, 0, 0, 0, 0, 0, 0, 0
"1713181", 22.87, 1,    13382.4,   -5.6,    1.0135, 0, 0, 0, 0, 0, 0, 0, 0
"1586050", 22.87, 3,    13597.6,  115.3,    1.0298, 0, 0, 0, 0, 0, 0, 0, 0
"1586229", 22.87, 2,    13611.8, -125.1,    1.0309, 0, 0, 0, 0, 0, 0, 0, 0
"T5240B12_10000060", 22.87, 2,    13611.8, -125.1,    1.0309, 0, 0, 0, 0, 0, 0, 0, 0
"1709505", 22.87, 3,    13708.3,  116.2,    1.0382, 0, 0, 0, 0, 0, 0, 0, 0
"26833778", 22.87, 1,    13424.4,   -5.5,    1.0167, 0, 0, 0, 0, 0, 0, 0, 0
"1708662", 22.87, 2,    13617.6, -125.1,    1.0313, 0, 0, 0, 0, 0, 0, 0, 0
"1713426", 22.87, 1,    13642.9,   -3.5,    1.0332, 2,    13643.2, -123.9,    1.0333, 3,    13700.2,  116.5,    1.0376
"25118747", 22.87, 1,    13675.2,   -2.9,    1.0357, 2,    13653.6, -123.3,     1.034, 3,    13698.9,  117.0,    1.0375
"1710221", 22.87, 1,    13684.1,   -3.6,    1.0364, 2,    13665.2, -123.9,    1.0349, 3,    13712.3,  116.3,    1.0385
"1599307", 22.87, 1,    13673.1,   -2.3,    1.0355, 2,    13642.4, -122.7,    1.0332, 3,    13678.9,  117.6,     1.036
"1713267", 22.87, 3,    13692.4,  116.5,     1.037, 0, 0, 0, 0, 0, 0, 0, 0
"1708608", 22.87, 1,    439.151, -125.1,  0.033259, 2,    13611.1, -125.1,    1.0308, 3,    439.151, -125.1,  0.033259
"26402838", 22.87, 1,    13613.1,   -4.8,     1.031, 2,    13633.1, -125.0,    1.0325, 3,    13617.5,  115.3,    1.0313
"1586243", 22.87, 1,    428.326,  175.2,  0.032439, 2,    13631.6, -125.1,    1.0324, 3,    13616.6,  115.3,    1.0312
"26403474", 22.87, 1,    13669.2,   -3.9,    1.0352, 2,    13738.8, -124.1,    1.0405, 3,    13688.8,  116.4,    1.0367
"25401424", 22.87, 2,    13738.8, -124.1,    1.0405, 0, 0, 0, 0, 0, 0, 0, 0
"1714930", 22.87, 3,    13709.5,  116.6,    1.0383, 0, 0, 0, 0, 0, 0, 0, 0
"1714928", 22.87, 3,    13709.4,  116.6,    1.0383, 0, 0, 0, 0, 0, 0, 0, 0
"1713350", 22.87, 3,    13695.5,  116.5,    1.0372, 0, 0, 0, 0, 0, 0, 0, 0
"1713305", 22.87, 3,    13695.5,  116.5,    1.0372, 0, 0, 0, 0, 0, 0, 0, 0
"1709791", 22.87, 1,    13680.4,   -3.5,    1.0361, 2,    13663.2, -123.8,    1.0348, 3,    13712.8,  116.4,    1.0385
"103097912", 22.87, 1,    13680.4,   -3.5,    1.0361, 2,    13663.2, -123.8,    1.0348, 3,    13712.8,  116.4,    1.0385
"1586959", 22.87, 1,    13622.3,   -4.1,    1.0317, 0, 0, 0, 0, 0, 0, 0, 0
"1729213", 22.87, 1,    13672.5,   -2.6,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"1729205", 22.87, 1,    13672.4,   -2.6,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"103634774", 22.87, 1,    13677.1,   -3.0,    1.0358, 2,    13655.8, -123.4,    1.0342, 3,    13702.5,  117.0,    1.0378
"1715817", 22.87, 1,    13677.1,   -3.0,    1.0358, 2,    13655.2, -123.4,    1.0342, 3,    13702.2,  117.0,    1.0377
"1709169", 22.87, 1,     440.35, -125.1,   0.03335, 2,    13648.3, -125.1,    1.0336, 3,     440.35, -125.1,   0.03335
"26400137", 22.87, 1,    442.219,  116.2,  0.033491, 2,    442.219,  116.2,  0.033491, 3,    13706.2,  116.2,     1.038
"1709257", 22.87, 3,    13705.7,  116.2,     1.038, 0, 0, 0, 0, 0, 0, 0, 0
"1599369", 22.87, 2,    13641.3, -122.7,    1.0331, 0, 0, 0, 0, 0, 0, 0, 0
"1708633", 22.87, 1,    13406.5,   -5.5,    1.0153, 0, 0, 0, 0, 0, 0, 0, 0
"1586919", 22.87, 1,    13624.1,   -4.1,    1.0318, 0, 0, 0, 0, 0, 0, 0, 0
"1585831", 22.87, 3,    13597.8,  115.3,    1.0298, 0, 0, 0, 0, 0, 0, 0, 0
"1586767", 22.87, 1,    13631.2,   -4.1,    1.0324, 0, 0, 0, 0, 0, 0, 0, 0
"1586742", 22.87, 1,    13631.1,   -4.1,    1.0323, 0, 0, 0, 0, 0, 0, 0, 0
"25117302", 22.87, 1,    13382.4,   -5.6,    1.0135, 0, 0, 0, 0, 0, 0, 0, 0
"1715970", 22.87, 1,    13676.7,   -3.1,    1.0358, 2,    13657.1, -123.4,    1.0343, 3,    13704.6,  116.9,    1.0379
"1715968", 22.87, 1,    13676.7,   -3.1,    1.0358, 2,    13657.3, -123.5,    1.0343, 3,    13705.1,  116.9,     1.038
"1713854", 22.87, 1,    13668.7,   -3.3,    1.0352, 2,    13658.4, -123.7,    1.0344, 3,    13710.2,  116.6,    1.0383
"1713524", 22.87, 1,    13665.2,   -3.4,    1.0349, 2,    13656.1, -123.7,    1.0342, 3,      13709,  116.6,    1.0382
"25237716", 22.87, 1,      13651,   -3.4,    1.0339, 2,      13647, -123.8,    1.0335, 3,      13704,  116.6,    1.0379
"1713430", 22.87, 1,    13648.6,   -3.5,    1.0337, 2,    13645.4, -123.9,    1.0334, 3,    13703.2,  116.5,    1.0378
"1715869", 22.87, 1,    13676.2,   -3.0,    1.0358, 3,    13703.1,  116.9,    1.0378, 0, 0, 0, 0
"1586536", 22.87, 1,    13394.4,   -5.6,    1.0144, 0, 0, 0, 0, 0, 0, 0, 0
"26400502", 22.87, 1,    439.082, -125.1,  0.033254, 2,      13609, -125.1,    1.0307, 3,    439.082, -125.1,  0.033254
"1586510", 22.87, 1,    439.066, -125.1,  0.033252, 2,    13608.5, -125.1,    1.0306, 3,    439.066, -125.1,  0.033252
"1710406", 22.87, 1,    13693.4,   -4.2,    1.0371, 2,    13702.4, -124.5,    1.0377, 3,    13654.8,  115.7,    1.0341
"1710402", 22.87, 3,    13654.8,  115.7,    1.0341, 0, 0, 0, 0, 0, 0, 0, 0
"26400161", 22.87, 1,    439.851, -125.1,  0.033312, 2,    13632.8, -125.1,    1.0325, 3,    439.851, -125.1,  0.033312
"1709458", 22.87, 2,    13632.7, -125.1,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"1715723", 22.87, 2,    13625.9, -123.9,     1.032, 0, 0, 0, 0, 0, 0, 0, 0
"1586268", 22.87, 1,    13413.2,   -5.5,    1.0158, 2,    432.765,   -5.5,  0.032775, 3,    432.765,   -5.5,  0.032775
"103392725", 22.87, 1,    13544.4,   -5.0,    1.0258, 2,    13652.4, -125.1,     1.034, 3,          0,    0.0,         0
"1709706", 22.87, 1,    13767.2,   -3.8,    1.0427, 2,    13750.1, -124.1,    1.0414, 3,    13706.6,  116.1,    1.0381
"1710321", 22.87, 1,    13762.2,   -3.8,    1.0423, 2,    13746.2, -124.1,    1.0411, 3,    13702.2,  116.1,    1.0377
"1713210", 22.87, 1,    13380.8,   -5.6,    1.0134, 0, 0, 0, 0, 0, 0, 0, 0
"1713164", 22.87, 1,    13380.5,   -5.6,    1.0134, 0, 0, 0, 0, 0, 0, 0, 0
"1713422", 22.87, 2,    13638.2, -123.9,    1.0329, 0, 0, 0, 0, 0, 0, 0, 0
"1587147", 22.87, 1,    13673.3,   -3.9,    1.0355, 2,    13743.2, -124.1,    1.0408, 3,    13692.3,  116.4,     1.037
"1587158", 22.87, 1,    13672.9,   -3.9,    1.0355, 2,    13742.8, -124.1,    1.0408, 3,      13692,  116.4,     1.037
"1586639", 22.87, 1,    13377.1,   -5.6,    1.0131, 0, 0, 0, 0, 0, 0, 0, 0
"26402839", 22.87, 1,     438.99,  115.3,  0.033247, 2,     438.99,  115.3,  0.033247, 3,    13608.8,  115.3,    1.0307
"103016289", 22.87, 3,    13608.7,  115.3,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"1586171", 22.87, 1,     439.55, -125.1,  0.033289, 2,    13626.1, -125.1,     1.032, 3,     439.55, -125.1,  0.033289
"1729151", 22.87, 1,    13673.4,   -2.6,    1.0356, 2,      13649, -123.0,    1.0337, 3,    13689.8,  117.4,    1.0368
"1729148", 22.87, 1,      13673,   -2.6,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"26403380", 22.87, 1,    13672.9,   -3.3,    1.0355, 2,    13660.8, -123.7,    1.0346, 3,    13711.3,  116.7,    1.0384
"1713860", 22.87, 1,    13672.7,   -3.3,    1.0355, 2,    13660.9, -123.7,    1.0346, 3,    13711.5,  116.6,    1.0384
"1586424", 22.87, 1,    13374.8,   -5.6,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0
"1586423", 22.87, 1,    13374.5,   -5.6,    1.0129, 0, 0, 0, 0, 0, 0, 0, 0
"1586026", 22.87, 1,    13405.5,   -5.5,    1.0153, 0, 0, 0, 0, 0, 0, 0, 0
"1586024", 22.87, 1,    13405.5,   -5.5,    1.0153, 0, 0, 0, 0, 0, 0, 0, 0
"1586230", 22.87, 2,    13611.8, -125.1,    1.0309, 0, 0, 0, 0, 0, 0, 0, 0
"T5240B12_10000068", 22.87, 2,    13611.8, -125.1,    1.0309, 0, 0, 0, 0, 0, 0, 0, 0
"1709817", 22.87, 1,    13681.2,   -3.5,    1.0361, 2,    13663.4, -123.9,    1.0348, 3,    13713.5,  116.4,    1.0386
"1709808", 22.87, 2,    13662.6, -123.9,    1.0347, 0, 0, 0, 0, 0, 0, 0, 0
"1585958", 22.87, 1,    438.562,  115.2,  0.033214, 2,    438.562,  115.2,  0.033214, 3,    13592.9,  115.2,    1.0295
"25223463", 22.87, 2,    13621.1, -125.1,    1.0316, 0, 0, 0, 0, 0, 0, 0, 0
"25223466", 22.87, 2,      13621, -125.1,    1.0316, 0, 0, 0, 0, 0, 0, 0, 0
"1586014", 22.87, 1,    13415.6,   -5.5,     1.016, 0, 0, 0, 0, 0, 0, 0, 0
"1585965", 22.87, 1,    13415.6,   -5.5,     1.016, 0, 0, 0, 0, 0, 0, 0, 0
"1729137", 22.87, 1,    13672.6,   -2.6,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"1599441", 22.87, 1,    13672.5,   -2.6,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"1586475", 22.87, 1,    13612.7,   -4.8,     1.031, 2,    13639.7, -125.0,     1.033, 3,    13622.2,  115.4,    1.0317
"1586470", 22.87, 3,    13622.1,  115.4,    1.0317, 0, 0, 0, 0, 0, 0, 0, 0
"1713324", 22.87, 3,    13696.9,  116.5,    1.0373, 0, 0, 0, 0, 0, 0, 0, 0
"1713322", 22.87, 3,    13696.5,  116.5,    1.0373, 0, 0, 0, 0, 0, 0, 0, 0
"1709879", 22.87, 3,    13713.2,  116.3,    1.0386, 0, 0, 0, 0, 0, 0, 0, 0
"1709877", 22.87, 3,    13713.2,  116.3,    1.0386, 0, 0, 0, 0, 0, 0, 0, 0
"26115127", 22.87, 1,    439.874, -123.9,  0.033314, 2,    13633.5, -123.9,    1.0325, 3,    439.874, -123.9,  0.033314
"1715808", 22.87, 1,    13677.1,   -3.0,    1.0358, 2,    13654.4, -123.4,    1.0341, 3,    13701.3,  116.9,    1.0377
"1713185", 22.87, 1,    13382.9,   -5.6,    1.0136, 0, 0, 0, 0, 0, 0, 0, 0
"1585891", 22.87, 1,    439.173, -125.1,  0.033261, 2,    13611.8, -125.1,    1.0309, 3,    439.173, -125.1,  0.033261
"1710438", 22.87, 3,    13659.1,  115.8,    1.0345, 0, 0, 0, 0, 0, 0, 0, 0
"1710448", 22.87, 3,    13659.1,  115.8,    1.0345, 0, 0, 0, 0, 0, 0, 0, 0
"1586931", 22.87, 1,    13622.7,   -4.1,    1.0317, 0, 0, 0, 0, 0, 0, 0, 0
"1585855", 22.87, 1,    13413.7,   -5.5,    1.0159, 0, 0, 0, 0, 0, 0, 0, 0
"1585854", 22.87, 1,    13413.7,   -5.5,    1.0159, 0, 0, 0, 0, 0, 0, 0, 0
"1586249", 22.87, 1,      13407,   -5.5,    1.0154, 0, 0, 0, 0, 0, 0, 0, 0
"1708788", 22.87, 2,    13633.1, -125.2,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"1709568", 22.87, 3,    13683.3,  116.0,    1.0363, 0, 0, 0, 0, 0, 0, 0, 0
"1709492", 22.87, 3,    13683.3,  116.0,    1.0363, 0, 0, 0, 0, 0, 0, 0, 0
"103016080", 22.87, 3,    13645.6,  115.8,    1.0334, 0, 0, 0, 0, 0, 0, 0, 0
"1708701", 22.87, 1,    13385.8,   -5.6,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0
"1708700", 22.87, 1,    13385.7,   -5.6,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0
"25566798", 22.87, 1,    13622.9,   -4.1,    1.0317, 0, 0, 0, 0, 0, 0, 0, 0
"1708901", 22.87, 1,    440.122,  115.7,  0.033332, 2,    440.122,  115.7,  0.033332, 3,    13641.2,  115.7,    1.0331
"1709733", 22.87, 2,    13659.7, -123.9,    1.0345, 0, 0, 0, 0, 0, 0, 0, 0
"25997523", 22.87, 3,    13641.5,  115.7,    1.0331, 0, 0, 0, 0, 0, 0, 0, 0
"25997524", 22.87, 3,    13641.5,  115.7,    1.0331, 0, 0, 0, 0, 0, 0, 0, 0
"1729181", 22.87, 1,    13672.2,   -2.6,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"1729146", 22.87, 1,    13672.1,   -2.6,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"1585861", 22.87, 1,    13413.9,   -5.5,    1.0159, 0, 0, 0, 0, 0, 0, 0, 0
"1585860", 22.87, 1,    13413.8,   -5.5,    1.0159, 0, 0, 0, 0, 0, 0, 0, 0
"1599310", 22.87, 1,    13673.3,   -2.3,    1.0355, 2,      13642, -122.7,    1.0332, 3,    13678.1,  117.7,    1.0359
"1599278", 22.87, 1,    13673.3,   -2.3,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"1708985", 22.87, 2,    13651.3, -125.1,    1.0339, 0, 0, 0, 0, 0, 0, 0, 0
"1586408", 22.87, 1,    13372.8,   -5.6,    1.0128, 0, 0, 0, 0, 0, 0, 0, 0
"1586158", 22.87, 2,    13611.8, -125.1,    1.0309, 0, 0, 0, 0, 0, 0, 0, 0
"1587128", 22.87, 2,    13743.5, -124.1,    1.0409, 0, 0, 0, 0, 0, 0, 0, 0
"25249191", 22.87, 2,    13743.5, -124.1,    1.0409, 0, 0, 0, 0, 0, 0, 0, 0
"26400131", 22.87, 1,     440.63, -123.9,  0.033371, 2,      13657, -123.9,    1.0343, 3,     440.63, -123.9,  0.033371
"1709547", 22.87, 2,    13656.9, -123.9,    1.0343, 0, 0, 0, 0, 0, 0, 0, 0
"1715841", 22.87, 1,    13675.3,   -3.0,    1.0357, 0, 0, 0, 0, 0, 0, 0, 0
"1715847", 22.87, 1,      13675,   -3.0,    1.0357, 0, 0, 0, 0, 0, 0, 0, 0
"1585790", 22.87, 2,      13620, -125.1,    1.0315, 0, 0, 0, 0, 0, 0, 0, 0
"1713179", 22.87, 1,      13382,   -5.6,    1.0135, 0, 0, 0, 0, 0, 0, 0, 0
"1709691", 22.87, 1,      13685,   -3.6,    1.0364, 0, 0, 0, 0, 0, 0, 0, 0
"1709614", 22.87, 1,    440.586, -123.9,  0.033368, 2,    13655.6, -123.9,    1.0342, 3,    440.586, -123.9,  0.033368
"1714216", 22.87, 1,    13677.3,   -3.3,    1.0358, 2,    13662.7, -123.7,    1.0347, 3,    13712.4,  116.6,    1.0385
"25255045", 22.87, 1,    440.812, -123.7,  0.033385, 2,    13662.6, -123.7,    1.0347, 3,    440.812, -123.7,  0.033385
"1709209", 22.87, 3,    13703.8,  116.2,    1.0379, 0, 0, 0, 0, 0, 0, 0, 0
"26401856", 22.87, 1,    13418.3,   -5.5,    1.0162, 2,    432.847,   -5.5,  0.032782, 3,    432.847,   -5.5,  0.032782
"1715672", 22.87, 2,    13623.9, -124.0,    1.0318, 0, 0, 0, 0, 0, 0, 0, 0
"1585876", 22.87, 1,      13414,   -5.5,    1.0159, 0, 0, 0, 0, 0, 0, 0, 0
"1585875", 22.87, 1,    13413.9,   -5.5,    1.0159, 0, 0, 0, 0, 0, 0, 0, 0
"1713165", 22.87, 1,      13381,   -5.6,    1.0134, 0, 0, 0, 0, 0, 0, 0, 0
"26362819", 22.87, 3,    13639.5,  115.7,     1.033, 0, 0, 0, 0, 0, 0, 0, 0
"26365186", 22.87, 1,    440.065,  115.7,  0.033328, 2,    440.065,  115.7,  0.033328, 3,    13639.4,  115.7,     1.033
"1586786", 22.87, 1,    13629.4,   -4.1,    1.0322, 0, 0, 0, 0, 0, 0, 0, 0
"1586777", 22.87, 1,    13628.2,   -4.1,    1.0321, 2,    439.617,   -4.1,  0.033294, 3,    439.617,   -4.1,  0.033294
"1709812", 22.87, 1,    13681.8,   -3.5,    1.0362, 2,    13663.8, -123.9,    1.0348, 3,    13713.2,  116.3,    1.0386
"1708794", 22.87, 2,    13633.3, -125.2,    1.0325, 0, 0, 0, 0, 0, 0, 0, 0
"1598883", 22.87, 1,    13676.4,   -1.9,    1.0358, 2,    13636.2, -122.3,    1.0327, 3,    13663.1,  118.0,    1.0348
"1709581", 22.87, 2,    13638.5, -125.1,    1.0329, 0, 0, 0, 0, 0, 0, 0, 0
"1710977", 22.87, 2,    13638.5, -125.1,    1.0329, 0, 0, 0, 0, 0, 0, 0, 0
"1587260", 22.87, 2,    13741.5, -124.1,    1.0407, 0, 0, 0, 0, 0, 0, 0, 0
"1587239", 22.87, 2,    13741.1, -124.1,    1.0407, 0, 0, 0, 0, 0, 0, 0, 0
"1709160", 22.87, 2,    13648.2, -125.1,    1.0336, 0, 0, 0, 0, 0, 0, 0, 0
"1709102", 22.87, 2,    13648.2, -125.1,    1.0336, 0, 0, 0, 0, 0, 0, 0, 0
"103258279", 22.87, 1,    13618.4,   -4.1,    1.0314, 0, 0, 0, 0, 0, 0, 0, 0
"1587141", 22.87, 1,    13672.7,   -3.9,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"1587022", 22.87, 1,    13671.8,   -3.9,    1.0354, 0, 0, 0, 0, 0, 0, 0, 0
"1713915", 22.87, 1,    13676.2,   -3.2,    1.0358, 2,    13661.7, -123.6,    1.0347, 3,    13711.3,  116.7,    1.0384
"1586534", 22.87, 1,    13394.2,   -5.6,    1.0144, 0, 0, 0, 0, 0, 0, 0, 0
"103015869", 22.87, 1,    439.176, -125.1,  0.033261, 2,    13611.9, -125.1,    1.0309, 3,    439.176, -125.1,  0.033261
"1708612", 22.87, 2,    13611.6, -125.1,    1.0309, 0, 0, 0, 0, 0, 0, 0, 0
"1586257", 22.87, 1,    13612.9,   -4.8,     1.031, 2,    13634.2, -125.0,    1.0326, 3,    13618.1,  115.3,    1.0314
"1729203", 22.87, 1,    13672.3,   -2.6,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"1710461", 22.87, 3,    13659.3,  115.8,    1.0345, 0, 0, 0, 0, 0, 0, 0, 0
"103015647", 22.87, 2,    13606.3, -125.1,    1.0305, 0, 0, 0, 0, 0, 0, 0, 0
"103015648", 22.87, 2,    13606.3, -125.1,    1.0305, 0, 0, 0, 0, 0, 0, 0, 0
"26403391", 22.87, 1,    13618.8,   -4.1,    1.0314, 2,    439.398,   -4.1,  0.033278, 3,    439.398,   -4.1,  0.033278
"1585969", 22.87, 1,    13413.7,   -5.5,    1.0159, 0, 0, 0, 0, 0, 0, 0, 0
"1587177", 22.87, 1,    13671.2,   -3.9,    1.0354, 2,      13741, -124.1,    1.0407, 3,    13690.5,  116.4,    1.0368
"1587172", 22.87, 1,      13671,   -3.9,    1.0354, 2,    13740.7, -124.1,    1.0406, 3,    13690.3,  116.4,    1.0368
"1708631", 22.87, 1,    13427.8,   -5.4,     1.017, 2,    433.237,   -5.4,  0.032811, 3,    433.237,   -5.4,  0.032811
"26548697", 22.87, 1,    13416.2,   -5.5,    1.0161, 0, 0, 0, 0, 0, 0, 0, 0
"25153936", 22.87, 1,    13627.7,   -4.1,    1.0321, 0, 0, 0, 0, 0, 0, 0, 0
"1599436", 22.87, 1,    13672.4,   -2.6,    1.0355, 0, 0, 0, 0, 0, 0, 0, 0
"1713385", 22.87, 2,    13734.6, -124.0,    1.0402, 0, 0, 0, 0, 0, 0, 0, 0
"1713395", 22.87, 1,    443.135, -124.0,  0.033561, 2,    13734.6, -124.0,    1.0402, 3,    443.135, -124.0,  0.033561
"26400159", 22.87, 1,    440.036, -125.1,  0.033326, 2,    13638.6, -125.1,    1.0329, 3,    440.036, -125.1,  0.033326
"1599275", 22.87, 1,    13672.2,   -2.3,    1.0355, 2,    13642.2, -122.7,    1.0332, 3,    13680.9,  117.6,    1.0361
"1708769", 22.87, 3,    13639.6,  115.7,     1.033, 0, 0, 0, 0, 0, 0, 0, 0
"1708734", 22.87, 3,    13639.6,  115.7,     1.033, 0, 0, 0, 0, 0, 0, 0, 0
"1709373", 22.87, 3,    13650.8,  115.8,    1.0338, 0, 0, 0, 0, 0, 0, 0, 0
"1585915", 22.87, 3,    13595.2,  115.2,    1.0296, 0, 0, 0, 0, 0, 0, 0, 0
"1599252", 22.87, 1,    13671.9,   -2.3,    1.0354, 2,    13641.7, -122.7,    1.0332, 3,      13681,  117.6,    1.0361
"1599246", 22.87, 1,    13671.8,   -2.3,    1.0354, 2,    13641.7, -122.7,    1.0331, 3,      13681,  117.6,    1.0361
"1710295", 22.87, 3,    13706.6,  116.1,    1.0381, 0, 0, 0, 0, 0, 0, 0, 0
"1708835", 22.87, 1,    13620.4,   -4.7,    1.0315, 2,    13665.2, -124.9,    1.0349, 3,      13643,  115.5,    1.0332
"1708808", 22.87, 1,    13620.3,   -4.7,    1.0315, 0, 0, 0, 0, 0, 0, 0, 0
"1713327", 22.87, 1,    441.848,  116.5,  0.033463, 2,    441.848,  116.5,  0.033463, 3,    13697.4,  116.5,    1.0374
"1715920", 22.87, 1,    13674.3,   -3.0,    1.0356, 0, 0, 0, 0, 0, 0, 0, 0
"1715918", 22.87, 1,    13674.3,   -3.0,    1.0356, 0, 0, 0, 0, 0, 0, 0, 0
"1713098", 22.87, 1,      439.7, -125.2,    0.0333, 2,    13630.8, -125.1,    1.0323, 3,      439.7, -125.2,    0.0333
"1586838", 22.87, 1,    13624.6,   -4.1,    1.0319, 2,    439.585,   -4.1,  0.033292, 3,    439.585,   -4.1,  0.033292
"1715632", 22.87, 2,    13627.4, -123.9,    1.0321, 0, 0, 0, 0, 0, 0, 0, 0
"1715707", 22.87, 2,    13626.2, -123.9,     1.032, 0, 0, 0, 0, 0, 0, 0, 0
"1586870", 22.87, 1,    13648.1,   -4.0,    1.0336, 0, 0, 0, 0, 0, 0, 0, 0
"1586252", 22.87, 1,    13408.6,   -5.5,    1.0155, 0, 0, 0, 0, 0, 0, 0, 0
"103016334", 22.87, 1,    440.677, -125.2,  0.033374, 2,    13658.4, -125.2,    1.0344, 3,    440.677, -125.2,  0.033374
